"Loss" "ALAE"
3398.17 9393.22
3353.76 488.36
3447.47 1952.34
3398.22 12127.74
3494.43 15903.98
3550.86 5293.27
3560.59 7547.84
3436.75 375.17
3519.4 565.47
3445.2 787.14
3432.1 788.91
3496.55 989.19
3437.26 2534.47
3469.36 2649.3
3446.39 3327.53
3452.36 3617.09
3488.08 4992.09
3441.99 5302.38
3548.88 7605.5
3465.99 7821.52
3517.1 11274.01
3470.81 25302.6
3650.33 3118.21
3615.49 1727.64
3821.03 659.37
3697.64 1357.85
3778.41 1528.06
3704.27 3162.9
3821.01 3491.05
3787.16 3616.99
3709.82 4248.16
3797.54 9985.66
3949.46 14224.21
3913 3618.64
4073.01 50.34
3939.21 88.38
3945.33 294.26
4053.23 358.81
3972.35 1404.55
3979.45 1738.92
4021.25 1799.05
4075.88 2448.8
3945.69 2900.01
4008.54 3326.08
4029.4 3434.39
3953.96 3586.24
4077.56 4002.82
4003.3 4369.23
4023.9 4959.32
4043.46 20178.34
3994.22 5770.99
4292.18 2028.5
4280.85 2134.33
4279.9 6435.01
4415.82 18286.23
4351.65 1784.64
4503.32 1532.89
4506.5 394.26
4526.74 391.93
4575.56 2352.54
4524.5 2388.55
4477.82 3009.56
4571.22 3399.85
4412.39 4475.78
4561.37 7722.08
4515.73 1531.11
4575.59 6064.5
4539.51 6073.99
4764.13 2609.13
4723.26 5684.83
4835.61 2937.53
4729.22 5202.48
4723.25 32646.78
4928.29 5667.55
5074.67 24.98
5050.16 132.53
5045.26 135.19
5020.87 151.22
4903.67 189.17
4956.49 314.62
4904.75 329.91
5073.23 496.6
5035.29 563.53
4969.39 624.15
4969.64 622.66
4935.35 702.14
5018.66 732.32
5058.46 843.56
4917.06 991.18
4946.73 1172.07
4939.52 1260.27
4971.96 1329.21
5029.76 1409.77
5049.61 1771.26
5026.4 1729.2
5051.55 1878.85
5011.78 1936
5084.32 1998.3
5078.54 2171.88
5014.34 2291.82
4976.31 2404.91
5090.27 2690.3
5045.02 2938.19
4968.62 3314.42
4986.57 3437.4
4967.66 3659.06
4933.98 3588.73
5079.92 4086.58
5047.6 4185.36
4935.2 4347.17
4901.64 4507.04
4993.09 4652.34
5002.17 4789.81
4958.95 4742.95
4969.06 4863.35
4908.32 4873.81
5052.22 4989.56
4992.6 5263.45
4984.91 5607.95
4949.61 5562.67
4988.18 5751.47
5017.09 6225.1
4927.99 6341.17
5017.79 6597.84
5032.96 6927.68
4922.92 7124.71
5042.77 6945.4
4998.07 7069.55
4952.87 7294.32
4957.95 7305.77
4956.86 7526.56
4900.81 8098.88
4924 8098.47
5087.02 8616.13
4977.86 8601.83
4937.09 8761.69
4950.17 8881.92
4916.95 9814.81
4990.89 12845.47
5085.1 13412.19
4902.16 13331.82
5035.55 14593.66
4962.31 15704.41
5010.3 16186.13
4956.58 25474
4948.28 37289.29
5021.69 5097.31
5035.67 6134.28
5160.24 9353.35
5053.31 20657.28
5300.31 4340.86
5425.71 44675.9
5418.83 9374.97
5468.94 99.83
5400.7 1280.41
5446 1289.14
5559.19 1884.01
5489.75 2900.3
5409.87 3367.16
5545.26 3832.15
5527.5 7422.68
5453.68 10193.25
5495.57 6976.39
5627.64 4427.93
5527.22 6297.69
5639.27 2807.81
5688.15 5631.62
5656.53 28903.57
5634.73 988.03
5844.64 8022.06
5668.8 34507.14
6048.89 484
5947.59 920.08
6009.36 1281.07
5919.21 2118.19
6108.29 2724.59
5998.83 3655.27
5993.69 4320.08
6012.35 5809.51
5945.44 6984.79
5885.96 7376
5909.74 7404.62
6114.05 8507.41
6028.36 10052.76
5947.54 11658.32
6010.55 12199.12
5908.41 149398.91
6014.22 1547.85
6065.37 6349.18
6306.46 6661.64
6445.62 5155.41
6462.3 275.09
6414.87 9153.75
6477.31 185.13
6445.06 906.42
6382.52 1171.55
6560.5 1823.37
6425.99 3767.92
6602.71 4984.04
6584.36 8018.92
6596.39 17116.06
6491.87 12220.37
6619.07 3314.69
6660.91 9174.37
6667.43 18280.19
6803.95 525.67
6770.19 2492.04
6773.78 3851.75
6932.03 2402.9
7050.54 49.33
7084.45 1867.45
6955.34 3423.15
6988.92 3519.72
6978.66 3936.28
6888.13 10504.89
6959.46 13133.93
6992.58 15946.89
6882.31 16153.19
7463.17 148.91
7499.68 261.21
7419.64 337.83
7360.21 492.56
7601.82 515.44
7562.32 571
7358.64 704.62
7547.94 740.49
7473.4 1376.97
7563.35 1435.54
7522.02 1577.1
7457.58 2654.94
7615.55 2921.9
7632.01 3307.26
7422.12 3838.79
7642.84 3924.37
7438.47 4014.4
7552.44 4716.96
7490.23 4938.25
7583.16 4997.28
7354.14 5213.95
7638.82 5544.56
7556.96 5618.73
7470.66 7175.16
7374.52 7183.92
7444.84 7384.08
7379.46 7232.19
7541.81 7482.04
7399.73 8020.84
7601.51 8059.48
7401.32 8852.55
7598.76 11585.63
7552.82 11816.76
7517.4 11919.07
7441.2 13355.76
7450.57 13332.73
7592.53 13853.06
7375.49 15597.57
7480.31 17469.64
7444.09 17737.49
7561.66 28083.08
7504.42 64349.52
7630.71 1707.07
7573.41 13779.36
7955.18 2736.12
7997.16 487.53
7788.23 54893.85
7993.57 17937.53
8033.98 1952.71
7991.37 2096.34
7870.31 2331.3
7903.18 2946.89
8022.37 2900.8
8102.34 9692.3
8072.79 12368.95
7939.65 13359.9
8078.91 1440.83
8333.49 23668.6
8336.86 1540.09
8456.23 5951.44
8223.43 3408
8328.03 5042.3
8447.4 9528.24
8178.43 30889.22
8381.52 5637.59
8539.88 1056.2
8398.9 1793.51
8420 2760.87
8335.29 3457.71
8646.75 3867.83
8377.08 5463.97
8488.85 8760.59
8483.65 15966.15
8489.91 4239.47
8395.03 15979.77
8658.21 1161.94
8774.98 11362.44
8586.58 2696.98
8883.68 3270.92
8985.17 16522.17
8933.92 406.49
9057.15 1660.41
8871.46 2305.92
9159.23 2374.96
8900.61 2558.73
8963.34 4591.94
8843.33 7736.2
9170.87 11704.81
8854.58 16530.45
9248.24 7899.72
9252.77 27.64
9417.98 6216.6
9216.2 23316.72
9375.97 2009.68
9377.75 1954.06
9404.8 2987.38
9348.03 3621.75
9431.46 11091.82
10042.17 171.25
9858.26 253.06
10031.68 253
10002.51 392.94
9928.95 464.49
10034.71 686.53
10063.2 930.09
9802.88 1173.81
10141.12 1543.36
10143.41 1593.61
9819.05 1674.17
10119.99 1794.35
9882.96 1818.13
10006.11 1764.39
10066.19 1857.36
9844.39 2033.69
10176.71 2115.19
10097.6 2221.8
10180.57 2731.42
9955.95 2870.3
9913.8 2996.83
9804.77 3481.15
10034.19 3700.04
9973.41 3657.14
10181.65 3978.31
10195.25 4334.6
10143.97 4462.61
10191.82 4446.07
9975.4 5109.5
10101.84 5168.03
10042.97 5209.74
9872.19 5511.84
10028.47 5690.94
10168 6531.37
9954.71 6401.43
9933.52 7584.72
10187.48 7782.07
9858.35 7799.35
9844.26 8195.62
10197.8 8311.4
10195.86 8691.72
10136.71 9956.68
10048.75 9932.89
10126.62 10013.02
9848.88 10541.37
10185.11 10899.08
10102.91 10619.69
9835.38 10959.29
10022.06 11219.46
9945.35 11353.79
9806.02 11416.43
9994.74 11714.82
9862.68 12016.25
9834.2 12080.25
9998.48 12090.5
10029.05 16551.63
9842.96 16745.21
9804 17351.82
10193.7 18932.81
9927.67 19434.16
10042.04 23385.88
9919.4 24998.49
10182.68 25580.43
10089.94 29047.93
9822.93 31705.05
9894.31 36540.69
10020.04 98886.08
9905 1287.21
10170.88 1601.73
10203.67 16894.02
10446.28 29182.44
10908.44 4685.74
11003.19 802.12
11090.41 1527.59
10946.72 2963.48
11089.77 3591.04
10881.45 4008.02
10865.7 4441.48
10937.97 4478.22
10918.22 4693.38
11009.17 8945.04
11132.67 23298.2
10961.21 14838.82
11020.42 4674.15
11446.62 14510.18
11469.89 16698.03
11584.09 1060.6
11638.12 6828.69
11936.35 1291.46
11821.96 840.61
12115.99 2922.33
12021.22 201.2
11776.6 1191.83
12093.16 1554.64
11760.23 2389.83
12134.74 2517.73
12051.4 2782.35
11788.33 4535.84
11964.85 8945.78
12245.65 16187.25
12349.28 166.61
12678.11 323.93
12630.89 559.37
12731.53 675.68
12322.93 948.06
12447.86 2490.64
12303.51 4593.77
12555.48 4876.26
12614.34 6131.83
12306.25 6201.73
12620.65 6274.54
12351.57 8388.2
12374.71 10352.52
12493.65 10318.31
12604.9 11948.98
12416.1 12068.93
12469.13 13572.19
12369.95 14080.43
12282.97 14031.88
12436.77 14604.75
12329.83 3333.15
12763.14 2084.7
12615.64 4332.4
12663.39 46450.49
12762.76 26.05
12636.99 6761.52
12980.8 7852.41
13084.49 26662.96
12937.14 28414.25
13454.39 8867.4
13093.37 6573.55
13585.41 2393.15
13465.79 110.55
13285.41 698.78
13650 6084.31
13623.55 15065.96
13773.63 4311.25
13969.56 15340.88
13973.74 3253.82
14258.8 679.66
13883.65 2214.22
14179.68 4021.26
14062.5 8336.2
13729.41 10804.11
14679.42 627.21
14534.3 3036.33
14325.42 3089.77
14476.22 3996.51
14595.16 27665.7
14803.05 264.27
14688.24 4959.72
15117.74 23.55
15098.13 167.96
14802.49 481.21
15048.04 1084.75
15100.69 1809.36
14724.51 1981.89
15082.41 2081.41
15006.16 2189.36
15266.53 2182.65
15121.77 2447.38
14772.29 2517.57
14941.99 2612.19
14759.91 2923.37
14776.84 2959.68
15104.07 2979.08
15193.56 3192.58
15036.87 3342.3
15159.06 3476.88
15112.68 3490.11
15119.85 3597.17
14732.83 3658.27
15141.43 4000.07
14983.28 4531.43
14804.07 4649.21
14823.96 5070.9
15002.78 5032.89
14980.72 5092.06
15165.84 5636.8
15018.28 6218.21
14724.08 6240.23
14986.36 6781.44
14751.42 6942.05
15108.99 7303.94
15101.64 7175.46
14734.65 7311.65
14820.52 7483.81
15111.52 7982.01
14710.23 8077.49
15234.6 8702.67
15098.17 9326.03
15072.84 9323.09
14872.79 13360.95
15198.26 14660.03
15113.56 15507.93
15054.21 20641.76
14728.6 26770.3
15203.07 57767.03
14713.27 59836.93
15266.39 129532.55
14922.06 5181.39
14835.06 1413.39
15195.14 16497.42
15212.4 495.71
15214.66 7729.1
15329.33 1323.12
15658.97 2988.82
15454.3 3951.72
15782.31 6364.91
15460.55 13882.42
15914.46 2430.89
15702.4 4945.53
16021.5 3660.33
16704.89 6619.61
16785.48 1115.91
16775.29 2765.77
16648.84 4163.52
16348.95 5178.69
16303.39 6660.65
16760.1 8676.63
16613.17 15545.42
16438.03 12324.64
16684.89 981.27
16474.31 2376.11
16797.24 5752.71
17437.88 25740.42
17157.96 8669.89
17312.51 15959.78
17705.88 2223.85
17583.77 2491.42
17333.36 2962.22
17469.02 5859.38
17849.76 7413.25
17810.06 11602.66
17848.94 15905.13
17275.57 21822.54
17422.27 23696.47
18011.93 3004.98
18222.25 363.97
17973.86 706.39
17718.42 3156.79
18000.35 3462.72
17890.6 8406.63
18127.18 8615.12
18302.69 10933.76
18334.25 308.96
18694.76 9296.62
18583.21 8718.83
18785.7 19999.3
18413.68 496.2
18259.49 4075.56
18377.96 10925.01
18495.28 12243.38
18479.83 2470.66
18848.8 10522.62
18375.11 13714.91
18441.14 10822.98
19094.37 18800.99
18912.21 4689.97
18956.62 4939.68
18623.97 8307.92
19019.49 3306.86
19314.38 6989.66
19153.16 12664.79
19656.34 13901.57
19730.8 16747.9
19776.49 25507.74
19905.24 211.44
19796.6 329.54
20218.36 1453.24
20253.78 2359.07
20015.22 2807.36
19747.6 2744.74
19607.79 2893.26
20136.93 3945.59
20290.08 4078.73
19929.37 4445.55
19902.77 4629.9
19832.64 5038.16
20065.51 5037.4
20145.76 5590.13
19612.84 7975.99
20338.57 9888.87
19690.16 10798.97
20001.95 12023.53
20182.55 12410.24
20307.66 13330.09
20096.83 13860.92
19712.13 14461.22
19685.36 14737.31
19869.31 16253.6
20005.38 16312.59
19712.98 17855.45
19657.85 18007.78
20121.33 23208.54
20260.96 25264.74
19945.05 31491.89
20357.36 35839.91
19634.74 36177.6
20075.15 70301.49
20841.22 18287.97
20892.16 13170.16
21194.3 8522.69
21247.04 1250.99
20632.35 2598.69
20695.6 2703.72
21028.77 3029.4
20997.54 13277.63
21229.38 8021.32
21331.21 2347.44
20895.95 11157.87
20903.33 5329.93
21954.66 5582.99
21358.88 5181.33
21736.67 14.84
21743.99 18720.41
22094.98 23264.78
21753.79 9209.45
21784.34 3495.57
22203.57 3838.63
21939.07 7779.91
21676.33 43569.98
21599.35 413.5
21949.34 2466.24
22314.11 740.06
22915.91 1165.45
22410.16 1744.41
22804.13 2026.78
22080.64 4839.11
22139.49 5301.33
22369.51 7127.76
22327.98 7334.54
22460.64 10392.09
22698.67 10953.86
22407.1 12287.63
23344.85 25248.94
22756.23 5576.75
22948.75 5123.59
23173.65 10780.13
22661.14 20290.11
23002.17 18814.13
22862.74 4902.05
24152.27 2582.19
23740.32 1062.06
24201.14 4130.07
24364.76 17406.34
24353.44 20073.49
24359.66 1972.49
24669.99 4958.04
24882.65 361.92
24877.52 387.44
24570.09 543.98
24681.17 573.2
24741.04 1079.94
24718.56 1198.3
24936.18 1641.48
25019.61 2016.26
25281.23 2566.05
25098.28 3074.83
25081.58 4421.57
24731.98 5275.6
25228.48 5670.91
25141.15 6100.41
24638.65 6417.94
24849.94 7108.67
24708.33 7089.04
24683.77 7091.23
24704.39 7333.46
25244.27 7387.13
25419.4 7868.9
25184.48 8931.72
25041.14 9034.84
24966.49 9670.81
24857.51 10678.6
25463.69 13554.75
24611.37 13900.17
25016.98 14846.84
24859.02 15871.13
25494.37 17812.72
24570.56 18008.47
24961.15 18456.12
24756.76 20500.66
25492.87 20659.34
25112.26 22241.55
24679.55 22941.89
25490.21 22660.92
24664.11 26679.52
24567.26 54643.75
24749.89 56966.13
25290.27 20629.01
25379.73 48263.61
24812.29 18663.77
25127.78 4435.25
25794.85 45878.19
25566.25 6756.16
26018.54 3308.09
26089.47 33196.82
26271.6 2877.93
25577.92 12175.37
26348.64 1919.86
25956.85 6103.74
25679.74 2317.52
25732.84 4892.28
26222.93 54835.53
26470.84 2527.22
27428.24 29400.18
27249.93 1845.67
27195.21 2159.01
27306.91 2342.51
27759.48 4142.27
27329.8 20069.04
28465.93 3114.31
27819.84 14631.9
27874.48 2345.45
28586.3 6589.96
28771.54 7893.21
28664.77 12544.07
28821.6 6372.98
29742.43 2759
30332.55 34.55
30048.5 666.63
30309.71 2163.64
30167.88 3861.76
30320.85 3763.1
29984.22 4043.24
29626.48 4846.83
30590.43 4946.77
30467.65 5470.63
29957.71 6475.96
30046.53 6970.73
29795.47 7579.38
29532.97 7861.91
29841.61 8304.39
30130.55 9808.08
30054.65 11142.28
30065.05 12600.18
29589.89 18840.11
30248.66 20380.07
29494.6 24218.83
29657.87 37686.49
29690.31 40421.02
30126.03 7819.04
30457.11 2180.45
30679.97 8456.78
30344.77 19461.69
30822.28 1402.79
30863.02 14194.16
30806.95 3857.02
31424.4 22744.49
31775.27 7328.44
31378.62 5881.58
31507.58 8855.35
31580.29 10257.38
32512.21 39787.51
32832.91 813.33
32384.1 2630.2
32804.08 3760.68
31881.61 4428.85
32949.92 7960.79
32106.22 19428.68
31929.05 27401.72
33025.12 7777.9
33793.15 11581.32
33251.53 53150.73
33729.93 6709.26
34227.79 40241.79
34769.65 8030.66
33744.76 10764.04
34746.05 22968.73
34403.51 6607.08
34882.61 1355.13
34492.88 1554.64
35239.55 2419
35644.54 3580.88
34458.18 4524.65
34944.68 4499.7
34387.42 5511.29
34724.61 10219.5
34823.8 16986.99
34832.49 19592.64
35342.05 20007.98
34616.94 26431.5
35415.75 47737.23
34644.94 80250.31
34965.17 7654.64
37195.78 3255.3
36887.01 6941.07
37894.32 16044.78
37432.46 3133.99
37762.65 15742.71
38136.39 6846.27
38029.72 70826.95
38791 79707.05
39114.84 7859.5
38330.62 2956.09
38720.62 450.77
39319.23 2046.78
40301.88 3492.42
39864.09 4446.59
40178.77 9158.59
39523.81 10218.87
40651.33 10815.95
40106.09 15852.61
40706.87 20953.16
40501.65 31602.53
40507.6 43612.52
40060.71 66427.88
40835.34 4450.97
40637.86 1472.83
40415.02 619.03
41556.24 20004.54
42563.34 17294.85
42183.89 14116.75
41750.3 7997.32
42578.51 90038.85
42967.32 13859.29
43220.51 8504.15
43410.6 29294.01
44201.33 8064.41
43954.74 12125.76
44068.81 2178.34
45087.54 1186.86
44613.6 1837.01
44654.14 2974.54
44220.15 4949.09
44445.09 7740.2
45365.36 9020.44
44435.43 9364.8
45769.66 10353.16
44221.42 17592.3
45118.04 19382.08
45198.58 21588.87
45681.04 23294.62
45250.39 37678.39
45425.48 5082.01
45340.67 3055.92
46766.89 20093.86
46155.34 18651.58
47469.66 11754.13
46602.13 441.78
47691.61 800.47
47649.19 2210.87
46957.24 5008.66
47307.05 5016.46
47168.14 13111.18
47930.46 43664.94
48660.32 3513.48
47887.29 51251.25
49731.46 17553.65
48909.01 77315
50485.99 54.84
50009.98 476.92
49479.78 507.93
50687.66 1640.62
49713.87 2140.45
49722.25 2254.09
49737.65 2797.73
49925.85 2860.4
49811.06 2999.63
50380.23 3027.57
49980.42 3442.26
50175.73 3579.82
49732.59 3631.74
49004.86 4138.7
50759.09 4322.32
50152.28 5349.03
49315.52 5868.92
49729.16 7689.22
50960.37 8561.67
49624.9 9090.57
50148.41 9610.72
49834.5 10678.33
49385.77 11067.33
50444.57 11845.08
49582.62 12163.05
50814.72 12207.85
49532.54 15462.52
49459.02 16202.45
50082.17 17498.67
49491.03 25335.66
50259.45 25739.1
50390.3 21354.62
49823.59 15060.52
50599.06 2623.02
49970.02 17819.36
50201.79 6371.56
51543.32 5560.04
52066.01 11343.45
53107.05 917.93
55038.25 8312.91
55391.9 840.31
54340.87 2087.15
55099.84 22693.08
54848.34 24699.96
54228.18 29536.88
55533.9 23432.89
56112.37 47729.75
56321.11 210.88
57800.05 14966.9
57002.39 11076.63
57211.15 15344.79
58274.07 37741.91
58480.24 11884.5
57472.06 12746.39
60241.41 1089.39
59429.57 2432.23
60459.97 4060.94
59671.74 4565.72
60241.91 4503.94
60099.39 4829.15
61063.66 6005.49
59530.42 9735.04
61165.98 42143.99
61222.65 2558.36
59918 500933.94
62505.05 17443.46
62401.2 12954.63
64101.98 28239.98
63743.72 4921.03
63747.9 563.69
64981.28 5435.18
65390.37 6858.3
65038.11 13771.36
65409.74 28121.66
65001.08 13466.23
67691.51 19306.75
66424.13 25438.7
68247.76 160167.98
71154.2 1873.51
70243.4 2358.84
68821.46 4516.37
70564.71 14474.07
70227.76 14891.49
70675.26 22135.55
68789.12 39596.07
70124.76 7125.06
70547.03 39.61
72300.68 4573.12
73006.33 2744.99
71694.42 4907.71
71965.99 784.33
74263.49 13651.42
73779.08 16022.11
71885.38 20297.77
74032.4 215.63
75991.81 15766.79
75738.63 12384.7
75605.87 577.9
74534.88 3513.27
75368.53 5543.56
74358.34 6101.96
74977.94 6746.37
75135.68 11891.18
73694.12 13078.45
73858.74 15677.81
76274.21 17434.17
73775.45 17537.8
74586.37 19011.24
76094.8 23845.68
76286.26 25931.92
74339.65 30017.97
74372.64 36989.9
74752.65 47219.06
74278.43 70766.66
76875.71 1933.41
77555.44 25904.61
78651.42 4826.36
79870.77 5946.56
81291.34 16665.23
82870.36 16216.36
82117.16 8019.15
83904.92 4644.85
85732.6 17986.63
85571.5 38254.26
87368.24 5907.54
85769.59 16745.5
88200.69 2961.53
89847.88 5304.37
88917.04 3319.45
90766.08 3717.53
88497.37 5004.08
91516.46 6857.5
88998.26 18587.28
92169.54 13073.54
93252.65 59785.45
93149.42 31503.25
93333.73 89815.77
94699.37 12207.27
94519.44 13757.39
96115.25 8873.91
98325.82 18734.19
98143.65 3952.7
99866.01 12735.82
101248.83 6329.48
98777.37 22182.21
100699.7 554.25
101062.99 1425.42
101151.31 2276.4
99388.93 4780.58
101574.89 7124.97
100789.72 10196.53
100144.07 12679.81
101185.03 14009.93
100930.87 15495.89
101218.58 17837.23
101043.56 20868.38
100299.78 22861.36
99190.77 25326.54
99337.88 24943.39
101822.03 28220.03
101862.25 30634.26
98664.81 34386.97
98937.17 37990.41
100450.41 71265.06
100201.01 109173.44
99538.92 213179.58
102522.1 102793.35
101600.51 4126.42
101651.05 9417.61
103874.59 59570.73
104647.48 7547.73
104338.31 4791.64
103411.28 165210.81
102966.21 1774.11
104043.78 35692.99
106615.02 9538.48
110635.25 31564.33
111079.11 1976.87
109903.13 7583.98
108303.73 12328.81
110148.94 47503.15
110457.78 17390.96
117236.28 7695.85
122129.64 90804.59
120457.07 13131.71
125603.69 2258.71
123349.87 4178.22
125397.85 10155.31
124039.49 11198.86
123747.2 13318.77
123367.96 14693.8
123297.07 19993.98
132284.15 45558.74
130765.87 13437.5
133159.28 18962.16
132958.29 2239.55
133518.65 43420.13
138207.7 99527.87
140401.06 22811.86
138417.68 4713.6
141039.38 10480.85
144956.35 13964.78
147807.71 32552.83
150353.51 4746.47
150612.14 6789.29
151991.16 7025.79
149345.28 11911.26
151136.14 21032.4
149088.1 46474.23
148020.68 1577.96
150762.59 35213.7
153205.65 155495.13
152089 6404.48
154580.89 21621.38
154270.11 4119.72
156431.7 64110.23
161998.4 17914.06
161574.05 17428.62
168268.88 21981.79
164867.05 53782.33
168848.13 6110.19
169289.06 37667.12
181308.57 1026.42
180321.29 5663.23
187850.24 48107.53
